22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,12,12,12,22,22,22,
22,22,12,22,22,22,22,22,22,5,5,5,22,22,22,22,12,22,22,22,22,
22,12,12,12,22,22,22,22,5,5,5,5,5,22,22,22,22,22,22,22,22,
22,22,12,22,22,22,22,5,5,3,3,3,5,5,22,22,22,22,22,12,22,
22,22,22,22,22,22,22,5,5,3,3,3,5,5,22,22,22,22,12,12,12,
22,22,22,22,22,22,22,5,5,3,3,3,5,5,22,22,22,22,22,12,22,
22,22,22,22,22,4,4,4,4,4,4,4,4,4,4,4,22,22,22,22,22,
22,22,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,
22,22,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,22,22,
22,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,22,
22,12,22,22,11,11,11,11,11,11,11,11,11,11,11,11,11,22,22,22,22,
12,12,12,22,22,22,11,11,11,11,11,11,11,11,11,22,22,22,12,22,22,
22,12,22,22,22,22,22,0,0,0,0,0,0,0,22,22,22,12,12,12,22,
22,22,22,22,12,22,22,0,0,0,0,0,0,0,22,22,22,22,12,22,22,
22,22,22,12,12,12,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,
22,22,22,22,12,22,0,0,0,0,0,0,0,0,0,22,22,22,22,22,12,
12,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,22,22,22,12,12,
12,12,22,22,22,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,12,
12,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,
22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,
