0,6,6,6,6,6,6,0,6,6,6,0,6,6,0,6,6,6,6,6,6,
6,6,13,13,6,0,6,6,16,17,17,17,16,6,6,6,6,0,6,6,6,
6,13,13,6,6,6,6,17,17,16,16,17,16,16,6,0,6,6,6,6,6,
6,13,6,6,6,13,6,16,0,2,16,2,0,17,6,6,6,6,6,0,6,
6,13,13,6,13,13,6,16,1,1,12,1,1,17,6,6,0,6,6,6,6,
6,6,13,13,13,6,6,17,17,16,12,16,17,16,6,6,6,6,6,6,0,
6,6,6,6,6,6,6,16,17,16,0,16,17,17,6,6,6,6,0,6,6,
6,6,0,6,6,6,16,17,17,0,0,0,16,16,17,6,0,6,6,6,6,
0,6,6,6,0,6,16,16,0,0,0,0,0,16,17,6,6,6,6,6,6,
6,6,0,6,6,6,17,16,0,0,0,0,0,17,16,6,6,6,6,0,6,
6,6,6,19,19,19,19,17,17,0,0,0,17,17,19,19,19,6,6,6,6,
19,19,19,19,19,19,19,16,17,0,0,0,16,16,19,19,19,19,19,6,6,
19,19,19,18,18,18,18,18,12,12,18,12,12,18,19,19,19,19,19,19,19,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,
18,18,18,19,19,19,19,19,17,16,17,16,17,19,18,18,18,18,18,18,18,
19,19,19,19,19,19,19,19,17,16,17,16,17,19,19,19,18,18,18,18,18,
19,19,19,19,19,19,19,19,19,17,16,17,19,19,19,19,19,19,19,18,18,
19,19,19,19,19,19,19,19,19,17,16,17,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
