5,5,5,5,5,5,16,16,8,16,16,16,16,5,5,5,5,5,5,5,5,
5,5,5,5,16,16,16,16,16,16,16,8,16,16,16,5,5,5,5,5,5,
5,5,5,16,16,16,8,16,16,16,16,16,16,16,16,16,5,5,5,5,5,
5,5,16,8,16,16,16,16,16,16,16,16,8,16,16,16,16,5,5,5,5,
5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,16,5,5,5,
5,16,16,16,16,16,16,8,16,16,13,13,16,16,16,13,16,16,5,5,5,
16,8,16,16,8,16,16,16,16,13,4,4,13,13,13,13,13,13,5,5,5,
16,16,16,16,16,16,16,16,16,13,4,4,13,13,13,13,13,13,13,5,5,
16,16,16,16,16,16,16,16,8,16,13,13,13,13,0,13,13,13,13,5,5,
16,16,8,16,16,16,16,16,16,16,13,13,13,13,2,13,13,13,13,5,5,
16,16,16,16,16,16,16,13,16,16,13,13,13,13,13,13,13,13,13,5,5,
8,16,16,16,13,16,16,13,16,16,13,4,4,13,13,13,13,13,13,2,5,
3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,
3,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,3,
3,3,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,3,3,
3,3,3,3,13,13,13,13,3,3,3,13,13,13,13,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
