11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
14,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
14,8,8,12,11,11,11,11,11,17,17,11,11,11,5,5,7,11,11,11,11,
12,12,8,8,12,11,11,11,11,16,16,11,11,18,17,17,16,16,11,11,11,
12,12,8,8,8,12,11,11,11,11,11,11,11,16,16,16,16,16,11,11,11,
12,13,13,12,14,8,12,11,11,11,11,11,11,17,17,17,17,17,11,11,11,
8,8,8,8,14,14,8,12,11,11,11,11,11,11,18,18,18,11,11,11,11,
8,13,13,8,13,8,8,12,11,11,11,11,11,11,11,11,11,11,11,11,5,
14,14,8,8,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,5,5,
8,14,8,8,8,12,12,12,11,11,11,11,11,8,4,4,11,11,9,9,9,
1,1,8,8,8,8,8,13,11,11,11,11,8,4,4,4,4,11,11,7,7,
1,1,8,23,23,23,13,13,11,11,11,1,1,1,1,1,1,1,11,11,7,
13,12,8,15,23,23,12,11,11,11,11,11,8,4,4,4,4,11,11,11,11,
13,12,13,15,15,23,11,11,11,11,11,11,11,8,4,4,11,11,5,5,11,
12,12,8,8,12,11,11,6,3,6,11,11,11,11,11,11,11,5,5,5,6,
12,14,8,12,11,11,6,6,3,6,3,11,11,11,11,11,11,5,5,6,6,
14,14,12,11,11,11,3,3,6,6,3,11,11,11,11,11,11,11,6,6,11,
8,12,11,11,11,11,6,6,3,6,6,11,11,11,11,11,11,11,11,11,11,
11,11,11,11,11,11,11,3,6,6,11,11,11,11,11,11,11,11,11,11,11,
