5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,
5,5,5,5,5,5,2,0,0,0,2,0,0,0,2,5,5,5,5,5,5,
5,5,5,5,5,5,2,0,2,0,0,0,2,0,2,5,5,5,5,5,5,
5,5,5,5,5,5,2,0,0,8,8,8,0,0,2,5,5,5,5,5,5,
5,5,5,5,5,5,2,2,0,0,8,0,0,2,2,5,5,5,5,5,5,
5,5,5,5,5,2,2,0,0,0,0,0,0,0,2,2,5,5,5,5,5,
5,5,5,5,2,2,2,0,0,0,0,0,0,0,2,2,2,5,5,5,5,
5,5,5,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,5,5,5,
5,5,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,5,5,
5,5,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,5,5,
5,5,2,5,5,2,2,0,0,0,0,0,0,0,2,2,5,5,2,5,5,
5,5,5,5,5,2,2,0,0,0,0,0,0,0,2,2,5,5,5,5,5,
5,5,5,5,5,2,2,0,0,0,0,0,0,0,2,2,5,5,5,5,5,
5,5,5,5,5,2,2,0,0,0,0,0,0,0,2,2,5,5,5,5,5,
5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,
5,5,5,5,5,1,1,8,8,8,1,8,8,8,1,1,5,5,5,5,5,
6,6,6,6,1,1,1,1,8,1,1,1,8,1,1,1,1,6,6,6,6,
6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,
