5,5,5,2,2,2,2,2,2,2,5,5,5,5,12,12,8,8,8,8,8,
5,5,5,2,15,15,15,15,15,2,5,5,5,5,12,12,8,8,8,8,8,
5,5,5,2,15,0,0,0,15,15,2,5,5,5,12,12,8,8,8,8,8,
5,2,2,0,15,0,2,0,15,15,2,5,5,5,12,12,12,12,8,8,8,
5,2,0,0,15,0,0,0,15,15,15,2,5,5,5,12,12,12,8,8,8,
5,2,0,0,2,0,0,0,0,15,15,2,5,5,5,12,12,12,12,12,12,
5,2,0,0,2,0,0,8,8,15,15,15,2,5,5,5,12,12,12,12,12,
5,2,0,2,2,15,15,15,15,15,15,15,2,2,5,5,5,5,5,5,5,
5,5,2,5,5,2,15,15,15,15,15,15,15,2,2,5,5,5,5,5,5,
5,5,5,2,2,15,15,15,15,15,15,15,15,15,2,5,5,5,5,5,5,
5,5,2,15,15,15,15,15,15,15,15,15,15,15,15,2,5,5,5,5,5,
5,2,15,15,2,5,15,15,15,15,15,12,15,15,15,2,5,5,5,5,5,
12,2,15,2,5,5,15,15,15,12,12,12,15,15,15,2,2,12,12,12,12,
12,2,15,2,5,5,12,12,12,12,12,12,12,5,15,15,2,12,12,12,12,
12,2,15,2,5,5,12,12,12,12,12,12,12,12,15,15,15,2,12,12,12,
12,2,15,2,5,5,12,12,12,12,12,12,12,12,15,15,15,2,12,12,12,
12,2,15,2,5,5,12,12,2,12,12,12,12,12,15,15,15,2,12,12,12,
12,2,15,2,5,5,2,12,2,12,12,2,12,12,15,15,15,2,12,12,12,
12,2,15,2,5,5,2,3,2,3,3,2,3,12,15,15,15,2,12,12,12,
12,2,15,2,5,15,2,15,2,15,15,2,15,3,15,15,15,2,12,12,12,
