0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,3,2,0,
0,0,0,0,0,0,0,2,14,14,2,3,3,3,2,2,2,3,2,0,0,
0,0,0,0,0,0,2,2,14,14,14,2,2,2,3,3,3,2,0,0,0,
0,0,0,0,0,2,14,14,15,15,14,14,14,2,3,3,3,2,0,0,0,
0,0,0,0,0,2,14,14,15,15,14,14,14,2,3,3,3,2,2,0,0,
0,0,0,0,0,2,15,15,14,14,15,15,14,2,2,2,2,3,2,0,0,
0,0,0,0,2,14,14,15,14,14,15,15,14,14,14,14,2,3,2,0,0,
0,0,0,0,2,14,14,15,15,15,14,14,15,15,14,14,2,3,2,0,0,
0,0,0,0,2,15,15,14,14,15,14,14,15,15,14,14,14,2,2,0,0,
0,0,0,2,14,14,15,14,14,15,15,15,14,14,15,15,14,14,2,0,0,
0,0,0,2,14,14,15,15,15,14,14,15,14,14,15,15,14,14,2,0,0,
0,0,0,0,2,15,14,14,15,14,14,15,15,15,14,14,2,2,2,0,0,
0,0,0,0,2,15,14,14,15,15,15,14,14,15,14,14,2,0,0,0,0,
0,0,0,0,2,14,15,15,14,14,15,14,14,2,2,2,0,0,0,0,0,
0,0,0,0,0,2,2,2,14,14,2,2,2,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
