5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,2,2,5,5,5,
5,5,5,5,2,16,16,2,2,2,2,2,2,2,2,2,16,16,2,5,5,
5,5,5,5,2,16,17,16,16,16,16,16,16,16,16,16,17,16,2,5,5,
5,5,5,5,5,2,16,17,17,17,17,17,17,17,17,17,16,2,5,5,5,
5,5,5,5,5,2,16,2,17,17,17,17,17,17,17,2,16,2,5,5,5,
5,5,5,5,2,16,17,17,17,17,2,2,2,17,17,17,17,16,2,5,5,
5,5,5,5,2,16,17,17,17,2,18,18,18,2,17,17,17,16,2,5,5,
5,5,5,2,16,17,17,17,17,2,18,18,18,2,17,17,17,17,16,2,5,
5,5,5,2,16,17,17,17,17,17,2,2,2,17,17,17,17,17,16,2,5,
2,5,5,2,16,17,17,17,17,17,17,2,17,17,17,17,17,17,16,2,5,
18,2,5,5,2,16,17,17,17,2,17,2,17,2,17,17,17,16,2,5,5,
18,18,2,5,2,2,16,16,17,17,2,2,2,17,17,16,16,2,2,5,5,
18,18,18,2,16,16,2,2,17,17,0,2,0,17,17,2,2,16,16,2,5,
18,18,2,16,17,17,16,16,2,2,0,2,0,2,2,16,16,17,17,16,2,
18,2,16,17,17,17,17,17,16,16,16,16,16,16,16,17,17,17,17,17,16,
2,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
2,16,17,2,17,17,2,17,17,17,17,17,17,17,17,17,2,17,17,2,17,
2,16,17,2,17,17,17,2,17,17,17,17,17,17,17,2,17,17,17,2,17,
2,16,17,17,2,17,17,17,2,17,17,17,17,17,2,17,17,17,2,17,17,
