14,14,5,5,5,5,5,5,5,5,5,5,14,5,5,5,5,5,14,5,5,
14,8,14,14,5,5,2,2,2,5,5,5,5,14,14,5,5,5,5,14,14,
5,14,12,8,14,2,3,3,3,2,2,5,5,14,8,14,14,5,5,14,8,
5,14,8,8,2,3,3,3,3,3,3,2,5,5,14,12,8,14,5,5,14,
5,5,14,14,2,2,2,3,3,3,3,3,2,5,14,8,8,14,5,5,5,
5,5,5,5,0,4,0,2,3,3,3,3,3,2,2,14,14,14,5,5,5,
5,5,5,5,2,4,4,4,2,3,3,3,3,3,3,2,2,2,5,5,5,
14,5,5,5,0,2,4,4,0,2,3,3,3,19,3,3,3,2,5,5,5,
8,14,14,5,5,2,4,4,4,4,2,3,3,3,19,8,19,2,14,5,5,
14,12,8,14,5,0,2,4,4,4,0,2,3,3,19,19,19,2,5,14,14,
14,8,8,14,5,5,2,4,4,4,4,4,2,3,3,3,3,2,5,14,8,
5,14,14,14,5,5,2,4,4,21,21,21,2,3,3,3,3,2,2,5,14,
5,5,5,5,5,0,4,4,21,21,21,21,2,3,3,3,3,2,3,2,2,
5,5,5,0,5,2,4,4,21,0,21,2,2,3,3,3,3,3,3,3,3,
5,5,5,2,2,4,4,0,21,2,2,3,3,3,3,3,3,3,3,3,3,
5,5,2,0,4,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,
5,5,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
5,5,5,2,2,2,2,2,2,20,20,20,20,20,3,3,3,3,3,3,3,
5,5,5,5,5,5,5,5,5,2,2,2,2,20,20,20,20,20,3,3,3,
